population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2012,0.046059121,0.062542189,0.033881149
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2012,0.053372515,0.05843395,0.048821553
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2012,0.053594989,0.062693743,0.043472544
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2012,0.05722691,0.063459328,0.050988042
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2012,0.059965485,0.067594361,0.052955171
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2012,0.039840928,0.044292542,0.03589101
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2012,0.033166499,0.03849702,0.027451587
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2012,0.046239353,0.053206833,0.040428352
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2012,0.042038781,0.047483013,0.037055258
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2012,0.048207618,0.053988538,0.042930411
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2012,0.048524197,0.056631466,0.037894009
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2012,0.049996113,0.05787807,0.042623006
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2012,0.053366763,0.061082636,0.046369854
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2012,0.031787683,0.035393636,0.028664091
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2012,0.032008792,0.037183336,0.026226594
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2012,0.031028496,0.035551641,0.026935929
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2012,0.037431323,0.042778523,0.033089814
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2013,0.042989376,0.049905099,0.036972166
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2011,0.031618719,0.035336853,0.02834886
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2011,0.02995509,0.034606008,0.024243883
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2011,0.032367406,0.036809973,0.028246917
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2011,0.03691665,0.042042564,0.032432126
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2013,0.034547618,0.038984023,0.03065649
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2013,0.020236115,0.023798105,0.016333558
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2013,0.044180726,0.051450549,0.038299712
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2013,0.036155958,0.041849062,0.031388584
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2012,0.042247163,0.046063684,0.038627429
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2012,0.046779849,0.052976465,0.039466139
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2012,0.042293942,0.047917205,0.037574392
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2012,0.048095751,0.053532144,0.042893409
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2012,0.029666458,0.035880657,0.024336193
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2012,0.021909477,0.027345986,0.016049998
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2012,0.04031618,0.04944403,0.032287335
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2012,0.036692842,0.044098983,0.029987862
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2012,0.033631372,0.038271374,0.029231619
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2012,0.019686765,0.023763568,0.015561128
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2012,0.045141598,0.053044538,0.038317898
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2012,0.034436787,0.039257938,0.029486111
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2013,0.035978527,0.041062329,0.031034446
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2013,0.036062351,0.043345959,0.027528132
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2013,0.0371358,0.044200629,0.03163234
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2013,0.040620416,0.047193364,0.034056352
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2011,0.036525378,0.040602056,0.033163385
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2011,0.031880477,0.036592804,0.02639822
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2011,0.040424432,0.046397323,0.035278632
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2011,0.039903276,0.045308275,0.03542267
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2012,0.035988757,0.040102672,0.032281841
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2012,0.036371824,0.041613334,0.030468989
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2012,0.03265714,0.038094308,0.028411781
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2012,0.043530696,0.0494841,0.038230146
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2012,0.026556021,0.029017045,0.024302529
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2012,0.0322461,0.037712183,0.026499299
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2012,0.028948786,0.032714277,0.025409924
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2012,0.027347794,0.030321249,0.024474224
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2012,0.031229092,0.0348511,0.02806797
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2012,0.029650998,0.034560595,0.023944516
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2012,0.032004344,0.036284059,0.027967115
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2012,0.036429342,0.041387859,0.032017258
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2013,0.041898062,0.046532481,0.037960955
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2013,0.043089121,0.050613669,0.034164882
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2013,0.042680424,0.048648261,0.037906684
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2013,0.046961827,0.052523034,0.041686204
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2012,0.042607361,0.046302519,0.039253709
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2012,0.038752815,0.043770317,0.032677943
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2012,0.041342039,0.046108226,0.037040569
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2012,0.048875168,0.053881287,0.044099001
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2012,0.051364587,0.055726846,0.047520306
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2012,0.057048163,0.065319338,0.046690569
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2012,0.04512137,0.049694581,0.04091765
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2012,0.061874068,0.068978663,0.055994131
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2013,0.055249188,0.06059837,0.05047199
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2013,0.055906218,0.06557649,0.045637475
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2013,0.058731654,0.064764847,0.052934095
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2013,0.06188005,0.069670954,0.054672224
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2013,0.031780756,0.035532717,0.028641617
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2013,0.031938353,0.037410061,0.02586434
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2013,0.031008742,0.035453569,0.026871311
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2013,0.037463797,0.042768966,0.033082926
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2012,0.043847331,0.048462653,0.039430604
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2012,0.048438214,0.056791021,0.038189463
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2012,0.0437793,0.050052581,0.038326692
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2012,0.05085446,0.057490605,0.044656348
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2013,0.026760995,0.029071223,0.02455863
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2013,0.032696831,0.038187519,0.027049808
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2013,0.028970736,0.032689473,0.025689715
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2013,0.027564082,0.030598889,0.024715362
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2013,0.029797573,0.036274072,0.024587901
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2013,0.022013061,0.027481278,0.016102045
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2013,0.040260876,0.049485691,0.032398207
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2013,0.036646851,0.044703183,0.029898013
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2012,0.033030692,0.040060999,0.026923619
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2012,0.021689669,0.027551323,0.014884677
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2012,0.040032511,0.04994069,0.031903098
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2012,0.036127528,0.043885411,0.029207046
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2013,0.03423846,0.041768916,0.028184397
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2013,0.022563133,0.028956723,0.015647644
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2013,0.041494779,0.051675432,0.0332759
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2013,0.037403701,0.045957904,0.030110438
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2012,0.036671279,0.040624681,0.033287888
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2012,0.032093445,0.036919842,0.026222106
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2012,0.0405696,0.046242925,0.035474884
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2012,0.040067962,0.045469039,0.035622303
All Population,Prevalence,Israel,Both,All ages,Depressive disorders,Percent,2014,0.043012689,0.050023324,0.036760714
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2014,0.028857398,0.033155945,0.024961599
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2014,0.017300387,0.021449997,0.013129782
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2014,0.036403883,0.042937852,0.030981703
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2014,0.030553819,0.035529435,0.026001566
All Population,Prevalence,Belgium,Both,All ages,Depressive disorders,Percent,2014,0.03868818,0.044504621,0.033328397
All Population,Prevalence,Belgium,Both,10-19 years,Depressive disorders,Percent,2014,0.039426016,0.048405696,0.030296516
All Population,Prevalence,Belgium,Both,55+ years,Depressive disorders,Percent,2014,0.039875552,0.047560647,0.03419675
All Population,Prevalence,Belgium,Both,20-54 years,Depressive disorders,Percent,2014,0.043617364,0.051227564,0.036574398
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2011,0.03765545,0.043068101,0.032874583
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2011,0.024658805,0.030003835,0.019477352
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2011,0.047958708,0.056872071,0.041485036
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2011,0.039931929,0.046588964,0.034313152
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2012,0.0361964,0.041398749,0.031675649
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2012,0.022994711,0.028022449,0.018023886
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2012,0.046157889,0.054653838,0.039917821
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2012,0.038417755,0.044817903,0.032974748
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2013,0.042895143,0.046677531,0.039619596
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2013,0.039200531,0.044461455,0.033276057
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2013,0.041513332,0.045962894,0.037140501
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2013,0.049287601,0.054160203,0.044653042
All Population,Prevalence,Luxembourg,Both,All ages,Depressive disorders,Percent,2014,0.042199457,0.047096443,0.038197473
All Population,Prevalence,Luxembourg,Both,10-19 years,Depressive disorders,Percent,2014,0.043452718,0.051712181,0.034738233
All Population,Prevalence,Luxembourg,Both,55+ years,Depressive disorders,Percent,2014,0.042834392,0.048688976,0.038111002
All Population,Prevalence,Luxembourg,Both,20-54 years,Depressive disorders,Percent,2014,0.047329687,0.053268521,0.041885542
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2012,0.042933377,0.047545512,0.03859157
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2012,0.04824584,0.055361863,0.039172342
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2012,0.03924571,0.045047104,0.033581158
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2012,0.050790561,0.057143321,0.044545525
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2014,0.034558315,0.03907826,0.030605819
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2014,0.019965592,0.023585814,0.015816076
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2014,0.044146197,0.051736196,0.038311957
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2014,0.036177864,0.041974705,0.03152843
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2013,0.027145355,0.032267222,0.022280693
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2013,0.016714008,0.021188089,0.011871977
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2013,0.034567268,0.042688919,0.027817152
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2013,0.029622038,0.035760758,0.024080538
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2012,0.04087351,0.051976004,0.032497231
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2012,0.028995895,0.037148333,0.018957519
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2012,0.049328875,0.0636817,0.038099043
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2012,0.0448971,0.057017218,0.035033294
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2011,0.042145224,0.046631062,0.037818343
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2011,0.047183951,0.054075446,0.038348955
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2011,0.038584879,0.044181511,0.033250549
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2011,0.049811854,0.056473495,0.043866529
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2014,0.056478815,0.062335644,0.051540191
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2014,0.057501902,0.067559099,0.046366441
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2014,0.059499297,0.066121587,0.054097295
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2014,0.063175668,0.071397835,0.055504068
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2012,0.027048451,0.032178426,0.022343342
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2012,0.016783116,0.021120899,0.012043274
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2012,0.034517777,0.042576259,0.027540229
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2012,0.029582334,0.035790695,0.024072118
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2013,0.034233211,0.038449136,0.030655677
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2013,0.034593935,0.041005816,0.02744142
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2013,0.03439445,0.039866726,0.030301661
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2013,0.039208759,0.044535922,0.034191676
All Population,Prevalence,Netherlands,Both,All ages,Depressive disorders,Percent,2015,0.054531132,0.060695136,0.049491997
All Population,Prevalence,Netherlands,Both,10-19 years,Depressive disorders,Percent,2015,0.055218076,0.065821941,0.04407372
All Population,Prevalence,Netherlands,Both,55+ years,Depressive disorders,Percent,2015,0.057186375,0.064590103,0.051693386
All Population,Prevalence,Netherlands,Both,20-54 years,Depressive disorders,Percent,2015,0.061167779,0.069742369,0.053511169
All Population,Prevalence,Slovenia,Both,All ages,Depressive disorders,Percent,2015,0.028938269,0.033401193,0.024945135
All Population,Prevalence,Slovenia,Both,10-19 years,Depressive disorders,Percent,2015,0.017271232,0.021467863,0.013075764
All Population,Prevalence,Slovenia,Both,55+ years,Depressive disorders,Percent,2015,0.036463437,0.043253979,0.031206327
All Population,Prevalence,Slovenia,Both,20-54 years,Depressive disorders,Percent,2015,0.030650065,0.035951232,0.026102581
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2012,0.034003246,0.038257375,0.030397263
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2012,0.03426827,0.040237203,0.027454588
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2012,0.034291847,0.039977104,0.030134561
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2012,0.038950748,0.04453945,0.033743783
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2013,0.040850958,0.054440559,0.030245608
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2013,0.043548964,0.056996478,0.028404295
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2013,0.041037832,0.055664463,0.029935747
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2013,0.048248723,0.066664167,0.035531388
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2013,0.037211127,0.041184176,0.033440844
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2013,0.033974255,0.039637832,0.027853609
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2013,0.042691624,0.048541968,0.037583676
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2013,0.040215853,0.045073135,0.035654233
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2013,0.044152868,0.048973977,0.039749493
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2013,0.049061491,0.057900618,0.039149226
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2013,0.043948671,0.049961173,0.038850485
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2013,0.051276824,0.057517015,0.045437661
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2013,0.033108239,0.037613344,0.028778118
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2013,0.019128605,0.022935248,0.01498034
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2013,0.044363858,0.052176567,0.037759496
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2013,0.033784944,0.038645763,0.028870743
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2012,0.03712107,0.040971636,0.033198918
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2012,0.033752992,0.039263247,0.027560702
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2012,0.042736419,0.048944093,0.037570918
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2012,0.040067106,0.044981455,0.035339019
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2013,0.04100163,0.052288531,0.032745573
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2013,0.028974409,0.037040914,0.018825064
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2013,0.049388476,0.063614245,0.03826644
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2013,0.04493397,0.057478899,0.034949734
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2013,0.047731078,0.053618817,0.042292036
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2013,0.048009661,0.056818178,0.037618695
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2013,0.04936228,0.057265128,0.042621397
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2013,0.052819446,0.060129745,0.045988304
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2014,0.041315725,0.046088396,0.037305163
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2014,0.034446349,0.04075465,0.028412089
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2014,0.047835106,0.054633735,0.042354249
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2014,0.043294375,0.049188353,0.038404585
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2013,0.041758651,0.046558028,0.037448824
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2013,0.046591048,0.054101811,0.038278597
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2013,0.03823981,0.044013785,0.032824158
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2013,0.049520871,0.055306153,0.043646781
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2012,0.025053153,0.02807727,0.022496262
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2012,0.020089561,0.023635572,0.016391324
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2012,0.027159821,0.031112799,0.023560944
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2012,0.027667065,0.031138667,0.024275145
All Population,Prevalence,Portugal,Both,All ages,Depressive disorders,Percent,2015,0.040864026,0.045869259,0.036624724
All Population,Prevalence,Portugal,Both,10-19 years,Depressive disorders,Percent,2015,0.034030353,0.040934638,0.028353827
All Population,Prevalence,Portugal,Both,55+ years,Depressive disorders,Percent,2015,0.047142312,0.054267315,0.041802875
All Population,Prevalence,Portugal,Both,20-54 years,Depressive disorders,Percent,2015,0.042755907,0.048683162,0.037325897
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2015,0.034551168,0.03932063,0.030742753
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2015,0.019808969,0.023812562,0.015570053
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2015,0.044112238,0.05158642,0.038289716
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2015,0.036196507,0.042093281,0.031372702
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2012,0.02628011,0.029985833,0.02314054
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2012,0.023281551,0.027692214,0.019002716
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2012,0.027256064,0.032230136,0.023291181
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2012,0.029658882,0.034720871,0.025333941
All Population,Prevalence,Latvia,Both,All ages,Depressive disorders,Percent,2016,0.034584244,0.03954545,0.03076661
All Population,Prevalence,Latvia,Both,10-19 years,Depressive disorders,Percent,2016,0.019755726,0.023838967,0.01571107
All Population,Prevalence,Latvia,Both,55+ years,Depressive disorders,Percent,2016,0.044098688,0.051527199,0.03815131
All Population,Prevalence,Latvia,Both,20-54 years,Depressive disorders,Percent,2016,0.036298586,0.042004282,0.031454233
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2013,0.045964874,0.05543231,0.035289607
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2013,0.048558576,0.057461285,0.040770656
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2013,0.05234971,0.061348518,0.043982523
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2013,0.040623273,0.044430422,0.037283176
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2013,0.044397428,0.050617418,0.037420337
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2013,0.040725828,0.046054627,0.036502105
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2013,0.046493424,0.051651784,0.041605255
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2013,0.026161058,0.029229827,0.023462276
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2013,0.021317967,0.025098898,0.017247556
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2013,0.028386272,0.032737646,0.024839466
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2013,0.028760611,0.03240779,0.025283439
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2013,0.026943864,0.030720519,0.023792674
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2013,0.024103233,0.028811475,0.019952879
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2013,0.027872206,0.032781599,0.024057066
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2013,0.030345881,0.035505723,0.026202316
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2014,0.046029339,0.055818241,0.035380859
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2014,0.048502232,0.05766096,0.041005614
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2014,0.052412678,0.061382246,0.044146898
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2013,0.052261964,0.056550075,0.048476701
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2013,0.059412844,0.068703268,0.049305438
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2013,0.045018759,0.049407149,0.041152665
